0,2.385e-06
3.996,4.835e-06
7.998,6.795e-06
12,7.773e-06
15.996,1.394e-06
19.998,2.373e-06
24,2.861e-06
27.996,3.349e-06
31.998,3.346e-06
36,3.834e-06
39.996,6.285e-06
43.998,5.792e-06
48,8.242e-06
51.996,9.221e-06
55.998,3.7666e-05
60,5.2876e-05
63.996,3.2266e-05
67.998,3.0306e-05
72,2.4906e-05
75.996,2.1476e-05
79.998,1.9996e-05
84,1.9996e-05
87.996,2.3916e-05
91.998,1.9006e-05
96,1.6066e-05
99.996,2.1946e-05
104,1.9496e-05
108,1.5076e-05
112,1.2126e-05
116,9.673e-06
120,1.0162e-05
124,7.216e-06
128,6.723e-06
132,4.758e-06
136,3.774e-06
140,3.281e-06
144,3.279e-06
148,3.767e-06
152,3.765e-06
156,2.291e-06
160,2.78e-06
164,2.287e-06
168,2.284e-06
172,1.792e-06
176,1.789e-06
180,2.277e-06
184,2.274e-06
188,2.272e-06
192,2.76e-06
196,2.267e-06
200,2.264e-06
204,2.752e-06
208,2.749e-06
212,2.747e-06
216,2.744e-06
220,2.25e-06
224,2.248e-06
228,2.245e-06
232,1.752e-06
236,2.731e-06
240,2.238e-06
244,2.726e-06
248,3.213e-06
252,3.211e-06
256,3.209e-06
260,3.205e-06
264,3.203e-06
268,3.2e-06
272,2.707e-06
276,2.705e-06
280,2.211e-06
284,2.209e-06
288,2.206e-06
292,2.204e-06
296,2.201e-06
300,1.707e-06
304,2.195e-06
308,2.193e-06
312,2.68e-06
316,2.678e-06
320,3.166e-06
324,3.654e-06
328,3.65e-06
332,4.629e-06
336,4.136e-06
340,4.624e-06
344,4.62e-06
348,4.618e-06
352,4.615e-06
356,5.103e-06
360,4.61e-06
364,4.607e-06
368,5.585e-06
372,6.072e-06
376,5.579e-06
380,6.558e-06
384,6.555e-06
388,7.043e-06
392,7.53e-06
396,7.527e-06
400,7.525e-06
404,8.013e-06
408,8.5e-06
412,8.497e-06
416,9.475e-06
420,9.962e-06
424,1.0446e-05
428,1.0936e-05
432,1.1426e-05
436,1.1916e-05
440,1.2886e-05
444,1.3376e-05
448,1.3376e-05
452,1.4356e-05
456,1.4346e-05
460,1.4836e-05
464,1.5816e-05
468,1.6796e-05
472,1.7276e-05
476,1.6786e-05
480,1.7766e-05
